id	timestamp	code_sha256	parameters	basis	precision	quotient	rigorous_status	wall_seconds	peak_memory_kb	notes
HB-C10-D12-BAND-DENSE-ABORT	2026-09-01T23:10:00+02:00	e4fbf7a97d061d362c32b54bf0d49a89c4195b965e96d7ab89a2581bc907c073	k=48;C10 exact capped support;sourceSHA=719c656e;bandsSHA=29d38a9e	20-channel dense immutable Decimal Jet on 12 D4 core plus H5..H12	Decimal90;workers=2	NA	incomplete; runtime-falsified before first form completed	850	unknown	Stopped cleanly without artifact after static operation audit projected 54--98h: every sparse 1--2 owner derivative was expanded to 20 Decimal channels inside each polynomial product. Superseded by exact-equivalent sparse/SoA operator; do not rerun.
HB-C10-D4-BAND-SPARSE-CAL	2026-09-01T23:10:00+02:00	db9df755e2e9e35c112d12c29bbb80ef10a9c492c44732a7543c03129bec7528	k=48;C10 exact capped support;sourceSHA=874db706;dps=60	12 individual D4 core directions; sparse/SoA value plus gradient	Decimal60;workers=1	0.896316051215913791671772576733959844179452642307947131271025	heuristic-gradient; complete 312 I faces/1200 J intersections	44.5485	25716	Exact dense-vs-sparse/pairwise/fork suite 7/7 PASS; I=6.3398s J=38.2088s; output SHA 9d01fbf09b7c78f1dc109a4e527d71af0a7f1e7c28a80ccaff6e56dcaf15c249; calibration only, not certificate.
HB-C20-D4-GROUPED-EXACT	2026-09-01T20:47:46+02:00	47167e92a0f346e969706dc282ccb2dfd4ac31a0a75b654938ffbe8423cf4a4a	k=48;A=1279/5000;support_epsilon=1/200;alpha=163/625;eta=627/2500;delta=1/50;B1=B2=3/20;B3+=17/100	fixed capped no-ones D4 rational vector;dim=12	Fraction exact;grouped face reconstruction;workers=2	0.8872735200643458	exact negative margin; independent regression	12.4217	parent=23596;max_child=18336	Exact quotient and margin equal independent structural fixed-vector reconstruction; output SHA 39a3f87570a7ca285716aacbd1258e4a663e721a6584ffec6946671b8f54e603; integrator SHA 941ee82bc72fd8488a95eb5e536fe47f8c95d39a1b618dae7d6ef7eb27122e52.
HB-C10-D12-CAPPED-FIXED-MP100	2026-09-01T22:45:00+02:00	47167e92a0f346e969706dc282ccb2dfd4ac31a0a75b654938ffbe8423cf4a4a	k=48;A=77747/300000;support_epsilon=1/200;alpha=79247/300000;eta=76247/300000;delta=1/100;B1=B2=3/20;B3+=97/625	fixed full-simplex no-ones D12 rational vector;dim=272	Decimal 100-digit grouped face reconstruction;workers=4	0.9709698476337895741123900041395560	non-rigorous multiprecision discovery; negative margin	7798.7101	parent=32684;max_child=317904	Decisive fixed-vector shortfall 0.0290301523662104258876099958604440; I=2.7875288276306926821592230624135828e-134; J=5.6387634188320203220629728487036346e-136; artifact SHA 02e1a6676a68380592fd272845f7714d583574bd74f73b9a96727171751281d9; input SHA 719c656e6e45388273b4c27f51f7a18b33e9ed1abb5f883e6fcc5de5d6d64a87; not a certificate.
HB-C10-D4-FULLVECTOR-CAPPED-EXACT	2026-09-01T22:46:00+02:00	47167e92a0f346e969706dc282ccb2dfd4ac31a0a75b654938ffbe8423cf4a4a	k=48;A=77747/300000;support_epsilon=1/200;alpha=79247/300000;eta=76247/300000;delta=1/100;B1=B2=3/20;B3+=97/625	fixed full-simplex no-ones D4 rational vector;dim=12	Fraction exact;grouped face reconstruction;workers=2	0.8963160512159083	exact negative margin	36.2745	parent=23728;max_child=18756	Exact C10 same-geometry regression; output SHA 51b1e6b36e289a69f7d52401ed9db7714e014a0182826f0e2d20a1f04b494874; input SHA ac48820277b68dd5232fd2678a7980d60318b69e60d15d44d9c6eb006fa1ea0d; differs from 0.8963676783427826 because that value uses the capped-support optimized Decimal55 vector, whose matching-vector exact reevaluation reproduces it.
HB-C10-D4-CAPOPT-VECTOR-EXACT-EVAL	2026-09-01T22:53:00+02:00	47167e92a0f346e969706dc282ccb2dfd4ac31a0a75b654938ffbe8423cf4a4a	k=48;A=77747/300000;support_epsilon=1/200;alpha=79247/300000;eta=76247/300000;delta=1/100;B1=B2=3/20;B3+=97/625	fixed capped-support Decimal55 generalized-eigenvector interpreted as 12 exact finite-decimal rationals;no-ones D4;dim=12	Fraction exact grouped evaluation of fixed vector	0.8963676783427826	exact negative margin for the recorded fixed vector	23.8277	unknown	Matching-vector reconciliation of HB-C10-NO1-D4-MP: exact quotient is 2556387961422765443261875857234966517552297532375906219359571929672046213243266908306011971527185470057293529976002838488007934024421188962492879177390579574117327713963371429799043444739191886390065247356347201873786191524391090199145743792485819681385342616755205453016152753116385249258406960931137042897020959774797556278345187260600656322694624803141460996241538241128112679543108823675252/2851941254897825000213478618444724251180439192133778871467493254027379105329760550386248408341430697445624120209523668890723530482824211573439061866776879414663187310353142530253096384141934492618097574381704696216713514318261773098875535058921165122272034447899982418533666598428196601127539170243334487026581550766110952335013643079323129368679331281105531736125226310742691532337610262178125; accepted exact-input artifact SHA 2b11a18c697e9a2be61204b5493bf7a235ce4add39d853bbb4d76ef31fb4666b; original source vector SHA e879d914f2c183c744476dc59244370898ac5c1f375bcb2529fe20bca2db73c6. This is distinct from the full-simplex-vector D4 input SHA ac488202....
HB-C10-COUNT-SCHEDULE-PROXY	2026-09-01T23:13:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;alpha=79247/300000;eta=76247/300000;delta=1/100;B=[3/20,3/20,97/625,15837/100000,16183/100000,8193/50000,16623/100000,16797/100000,16877/100000,17013/100000,1069/6250,17179/100000,17241/100000,17293/100000,17337/100000,543/3125,17411/100000,3489/20000]	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=108	float64 Gauss order 8	0.8538614898156554	heuristic only; proposed schedule not yet analytically certified	27.48	unknown	Count-dependent-cap discovery proxy; rank 104. Must not be cited as a sieve certificate.
HB-C10-CONSTANT-SCHEDULE-PROXY-O8	2026-09-01T23:14:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;alpha=79247/300000;eta=76247/300000;delta=1/100;B1=B2=3/20;B3+=97/625	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=96	float64 Gauss order 8	0.8537682150600729	heuristic only	27.02	unknown	Same-code/order baseline for HB-C10-COUNT-SCHEDULE-PROXY; heuristic gain 0.0000932747555825; rank 93.
MC-ORBIT-PROTOTYPE-POWERPRODUCT-D4-1K	2026-09-01T23:17:00+02:00	UNPINNED-TRANSIENT	k=48;C10 constant caps;samples=1000;seed=236;identical support A/B	fixed full-simplex no-ones D4 vector	float64 paired simplex Monte Carlo	0.47591830334416874	invalidated prototype	0.09	unknown	Wrongly evaluated monomial-orbit P_lambda as a product of power sums; identical-support gain was zero but absolute quotient is invalid. Retained as failed experiment, not rerun under a new name.
MC-ORBIT-PROTOTYPE-POWERPRODUCT-D4-100K	2026-09-01T23:17:30+02:00	UNPINNED-TRANSIENT	k=48;C10 constant caps;samples=100000;seed=236;identical support A/B	fixed full-simplex no-ones D4 vector	float64 paired simplex Monte Carlo	0.45474961944430914	invalidated prototype	0.48	unknown	Same monomial-orbit/power-product implementation error as the 1K run; deliberately recorded as a failure.
MC-ORBIT-D4-CANCELLATION-CHECK	2026-09-01T23:18:00+02:00	5575525588f8e73045694c44868112276c1920fb26f7057d28d6a8e62568f106	k=48;C10 constant caps;samples=100000;seed=236;identical support A/B	fixed full-simplex no-ones D4 vector	float64 paired simplex Monte Carlo	1.13471699325914	heuristic invalid for absolute quotient	0.66	unknown	Monomial-orbit recurrence repaired, but rare-event denominator sampling/cancellation misses exact capped q=0.8963160512; method fails absolute calibration.
MC-ORBIT-D12-CATASTROPHIC-CANCELLATION	2026-09-01T23:19:00+02:00	5575525588f8e73045694c44868112276c1920fb26f7057d28d6a8e62568f106	k=48;C10 constant caps;samples=10000;seed=236;identical support A/B	fixed full-simplex no-ones D12 vector	float64 paired simplex Monte Carlo	0.8587014636172101	invalidated by exact scale mismatch	0.98	unknown	Estimated I mean 1.325e-37 versus MP100 implied 1.949e-45: catastrophic polynomial cancellation makes float64 unusable. Monte Carlo fixed-vector support comparison retired unless multiprecision/stable evaluation is developed.
HB-C10-D4-EXPLICIT-SCHEDULE-EXACT	2026-09-01T23:31:00+02:00	a2127b5edb1fd4287f2e105884dee9db7fcd13a5fc36b7016f01680cbb381928	k=48;alpha=79247/300000;eta=76247/300000;delta=1/100;B=[3/20,3/20,97/625] constant-extended	fixed full-simplex no-ones D4 rational vector;dim=12	Fraction exact;explicit-schedule grouped reconstruction	0.8963160512159082457686602654	exact negative margin;bit-for-bit legacy regression	106.841	23412	Artifact results/c10_scheduled_constant_D4_exact.json SHA d18e82bd82e1a34ffc5d802c6153736c6042c710577f1dd16275c93c3bc05c42; canonical schedule SHA cbcfbf32a69c13bff8560ea3f580e4b033118661c0c7d468b2d30e9ab3c5bc9e; support SHA 6d0e6c6911495423ef8865234ac8ccdf5ddffda579be91a01ce2d68afe580921; matches pinned three-cap I,J and traversal counts exactly.
HB-C10-D4-STRATUM-AMPLITUDE-FULLVECTOR	2026-09-01T23:34:00+02:00	0d4b359e70632370e8454688eb51d006a0ed339734ba58ad1484129ae93ce55d	k=48;alpha=79247/300000;eta=76247/300000;delta=1/100;B1=B2=3/20;B3+=97/625	fixed full-simplex no-ones D4 polynomial times rational amplitude a_R;R=0..15	float64 eigendiscovery then Fraction exact rational amplitudes;independent block/direct equality	0.9002830597452611935374979517	exact fixed-vector quotient;negative target margin	191.188	36220	Baseline 0.8963160512159082457686602654; exact gain 0.003967008529352947768837686259; block and fresh branch-scaled direct traversal bit-for-bit; artifact results/c10_stratum_amplitude_fullD4_exact.json SHA 09ecb794833417e56537a43b65957ee70fc4d4c7bc17b944d9e02d12847dc87a.
HB-C10-D4-STRATUM-AMPLITUDE-CAPOPT	2026-09-01T23:37:00+02:00	0d4b359e70632370e8454688eb51d006a0ed339734ba58ad1484129ae93ce55d	k=48;alpha=79247/300000;eta=76247/300000;delta=1/100;B1=B2=3/20;B3+=97/625	fixed capped-optimal finite-decimal no-ones D4 polynomial times rational amplitude a_R;R=0..15	float64 eigendiscovery then Fraction exact rational amplitudes;independent block/direct equality	0.9000996926830291835518753426	exact fixed-vector quotient;negative target margin	116.713	36212	Baseline 0.8963676783427826288116142626; exact gain 0.003732014340246554740261079921; block and fresh branch-scaled direct traversal bit-for-bit; artifact results/c10_stratum_amplitude_cappedopt_D4_exact.json SHA 362b2b58938e3fdfdf0afd6916ddabce17cce71aa856795866f5d51f26dcb043.
HB-C10-EPS0025-PROXY-O8	2026-09-01T23:46:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77747/300000;epsilon=1/400;alpha=78497/300000;eta=76997/300000;delta=1/100;B1=B2=3/20;B3+=97/625	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=96	float64 Gauss order 8	0.8544709558661934	heuristic only	33.42	unknown	Same-code epsilon scan; rank 93. Exact capped reconstruction required before use.
HB-C10-EPS001-PROXY-O8	2026-09-01T23:47:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77747/300000;epsilon=1/1000;alpha=78047/300000;eta=77447/300000;delta=1/100;B1=B2=3/20;B3+=97/625	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=96	float64 Gauss order 8	0.8510012614198819	heuristic only	32.27	unknown	Same-code epsilon scan; smaller epsilon turns over by this point.
HB-C10-EPS003-PROXY-O8	2026-09-01T23:48:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77747/300000;epsilon=3/1000;alpha=78647/300000;eta=76847/300000;delta=1/100;B1=B2=3/20;B3+=97/625	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=96	float64 Gauss order 8	0.8549924257573451	heuristic only	37.66	unknown	Same-code epsilon scan; rank 93.
HB-C10-EPS0035-PROXY-O8	2026-09-01T23:49:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77747/300000;epsilon=7/2000;alpha=78797/300000;eta=76697/300000;delta=1/100;B1=B2=3/20;B3+=97/625	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=96	float64 Gauss order 8	0.8551796766981505	heuristic only	34.74	unknown	Best tested same-code epsilon proxy; heuristic gain 0.0014114616380776 over epsilon=1/200 baseline. Exact D4 falsification queued.
HB-C10-EPS004-PROXY-O8	2026-09-01T23:50:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77747/300000;epsilon=1/250;alpha=78947/300000;eta=76547/300000;delta=1/100;B1=B2=3/20;B3+=97/625	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=96	float64 Gauss order 8	0.8550333650313265	heuristic only	35.98	unknown	Same-code epsilon scan; rank 93; suggests local proxy maximum near 7/2000.
HB-C95-PROXY-O8-MALFORMED	2026-09-02T00:02:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77797/300000;epsilon=1/200;alpha=79297/300000;eta=76297/300000;delta=19/2000;B1=B2=3/20;B3+=1537/10000;only-three-cap-entries-passed	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;wrong-dim=24	float64 Gauss order 8	0.787062166141805	invalidated malformed invocation	23.25	28548	The discovery script sizes its stratum basis from the explicit bounds-list length; passing only three entries silently omitted intended strata 4..16. Recorded as a failed experiment and not used.
HB-C95-PROXY-O8-CORRECTED	2026-09-02T00:04:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77797/300000;epsilon=1/200;alpha=79297/300000;eta=76297/300000;delta=19/2000;B1=B2=3/20;B3+=1537/10000;explicit-through-m17	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=102	float64 Gauss order 8	0.8607947062960188	heuristic only; analytic support independently exact-checked	65.63	29324	Corrected stratum-complete invocation; rank 98. Exceeds same-code C10 proxy 0.8537682150600729.
HB-C90-PROXY-O8	2026-09-02T00:06:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=25949/100000;epsilon=1/200;alpha=26449/100000;eta=25449/100000;delta=9/1000;B1=B2=3/20;B3+=761/5000;explicit-through-m17	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=102	float64 Gauss order 8	0.8685542187545094	heuristic only; analytic support independently exact-checked	86.58	29468	Small-delta frontier scan; rank 99.
HB-C85-PROXY-O8	2026-09-02T00:08:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77897/300000;epsilon=1/200;alpha=79397/300000;eta=76397/300000;delta=17/2000;B1=B2=3/20;B3+=1507/10000;explicit-through-m18	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=108	float64 Gauss order 8	0.8766096290810994	heuristic only; analytic support independently exact-checked	75.96	29592	Small-delta frontier scan; rank 105.
HB-C80-PROXY-O8	2026-09-02T00:10:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=77947/300000;epsilon=1/200;alpha=79447/300000;eta=76447/300000;delta=1/125;B_all=373/2500;explicit-through-m19	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=114	float64 Gauss order 8	0.8840410474532127	heuristic only; analytic support independently exact-checked	94.76	29668	Small-delta frontier scan; rank 110.
HB-C75-PROXY-O8	2026-09-02T00:12:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=25999/100000;epsilon=1/200;alpha=26499/100000;eta=25499/100000;delta=3/400;B_all=1477/10000;explicit-through-m20	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=120	float64 Gauss order 8	0.8891779045403271	heuristic only; analytic support independently exact-checked	121.11	29728	Small-delta frontier scan; rank 116.
HB-C70-PROXY-O8	2026-09-02T00:14:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=78047/300000;epsilon=1/200;alpha=79547/300000;eta=76547/300000;delta=7/1000;B_all=731/5000;explicit-through-m21	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=126	float64 Gauss order 8	0.8893942953574863	heuristic only; analytic support independently exact-checked	150.50	29892	Small-delta frontier scan; rank 123. Best of the coarse grid through this run.
HB-C662-PROXY-O8	2026-09-02T00:15:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=15617/60000;epsilon=1/200;alpha=15917/60000;eta=15317/60000;delta=331/50000;B_all=7253/50000;explicit-through-m22	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=132	float64 Gauss order 8	0.8844121286793161	heuristic only; analytic support independently exact-checked	121.91	29916	Small-delta frontier scan; rank 128. Turnover below C70; C662 is not the low-degree proxy winner.
HB-C72-PROXY-O8	2026-09-02T00:17:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=26009/100000;epsilon=1/200;alpha=26509/100000;eta=25509/100000;delta=9/1250;B_all=367/2500;explicit-through-m21	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=126	float64 Gauss order 8	0.8900985838661405	heuristic only; point lies on proved rational frontier family but exact point audit pending	63.24	29868	Fine small-delta frontier scan; rank 122. Better than coarse C70 and C75 proxies.
HB-C73-PROXY-O8	2026-09-02T00:19:00+02:00	73ed594424037f2537f31aaa5f80ef4f99a0253b9cb1384962658be98d645d66	k=48;A=78017/300000;epsilon=1/200;alpha=79517/300000;eta=76517/300000;delta=73/10000;B_all=1471/10000;explicit-through-m21	R-tagged (L/alpha)^a(Z/alpha)^b;degree<=2;dim=126	float64 Gauss order 8	0.8900271099910908	heuristic only; point lies on proved rational frontier family but exact point audit pending	63.51	30076	Fine small-delta frontier scan; rank 122. Turnover relative to C72 local proxy.
HB-C10-NONCONSTANT-D4-MATRIX-EXACT	2026-09-02T00:17:00+02:00	06f79a13dbf172f40716d603ae8d824b5f65d2d69ed08dee59bd5c091821c4d0	k=48;alpha=79247/300000;eta=76247/300000;delta=1/100;explicit-count-schedule-SHA=9c2f4087	no-ones degree<=4;dim=12;78 exact pairwise moments	Fraction matrix;Decimal120 eigen-discovery;vector rationalized denominator<=10^12	0.8986948736808947779503198417994740524393	exact fixed rational-vector quotient;negative margin	1851.261	unknown	Matrix SHA 6513e3835540b14037ffc8c62219083742e02c0b67e255ee85af0311c5e6250d; artifact SHA a55a020270072adf0eefc0175bdb012e424b6fc189c7d1e7aac74e17757dcbbb; grouped matching-vector reconstruction SHA 73fa22176730b9a443582df46cea5c0737798e9ebea6fb7a9a0ce534e522ba05 matches exactly with 333 I faces/1283 J branch integrals. Gain over fixed-vector schedule evaluation is only 0.00000089594546042.
HB-C10-D4-INDEPENDENT-CHECKER	2026-09-02T00:05:00+02:00	1787e7b482a5c2982de56486bc774794f6e671b3db4d9ab7207ebb1c85dc079c	k=48;target C10 capped geometry;raw-input-SHA=ac488202;forward;workers=2	fixed full-simplex no-ones D4 rational vector;dim=12	Fraction exact;cache-free ordered-branch reconstruction	0.8963160512159082457686602654	formal scoped audit PASS for reconstruction;expected negative certificate exit=1	unknown	unknown	Persisted output SHA 2e7c072c87f143e5213db9eccb4a5f864cc9e46c79f978d4dd5f4a0c928a3763; I,J,M2,margin,quotient direct strings all match producer; canonical scalar tuple SHA 2ae7ea4d4741b3e4e280e4c7e9050a544a06b2401c4a15731fbf606f138e16f2; 43 tests pass normal and -O. D4 plumbing audit only, not a D12 sign claim.
